,Full_Reviews,Ratings
262,This product is good but it is better if there is free the cover with the laptop.,5
263,Good product 👍👍,4
264,Got 2 day delyed delivery and product is showing only 10 months warranty left.,2
265,Display quality is very poor,2
266,All is well except poor plastic body,4
267,It is a good laptop specs are good it is same as fr2006tu only it have less SSD. No heating issues very light and compact looks good it would have been best if there was option of silver colour booting time is very fast. I got it for 39000,4
268,It's amazing 😍,5
269,Nice product,5
270,Slim and sexy,5
271,"Nice product,image quality very good ,price so much affordable,i like it",5
272,A good laptop in the budget of 40k to 41k,5
273,Amazing product. Hp is a truly great brand.,5
274,"Pros-speed and features
Cons - heating issue and battery life is bad",2
275,Suparb leptop nice product,5
276,Good to buy with best deals,5
277,A good product with lightweight but body was liked a dummy and body material was not so good.,3
278,Good,5
279,It's worth for money. I predict big size but size was less expect. Performance was amazing. I like very much. 11 th gen was latest version and it make maximum money worth.,4
280,This laptop performance has excellent. Iam used this laptop 3 months ago . Must go for it,5
281,Nice,5
282,"Everything is fine , the plastic quality would have better",4
283,Mentioned 4.0 clock speed but it is 3.0 i got light weight pretty good,3
284,Very Nice but battery back up poor,4
285,"I Am Writing This Review After 7 Days Of Usage.

I Am Satisfied This Product.
🌟🌟🌟🌟🌟

- Design 10/10
- Battery 8/10
- Display 10/10
- Performance 8/10
- Camera 4/10
- Sound 6/10
- Software Experience 9/10

- Performance is Superb.
- Battery Backup Is 5-6 hour
- Fast Charging <<Full Charge :- 1.5 Hour>>
- Fast On & Off.
- But Sound Quality Is Average.
- Camera Quality Is Very Low.",5
286,I got this laptop @32000 it was a great deal laptop is good for Children doing online classes and as well as decent for programming...it is more a like sober laptop not so funky and all...it can easily full fill your basic need and desires..,4
287,"Good laptop with needful specifications.

Hard disk - 1 TB HDD
Ram - 8 gb
Finger print sensor - yes


Overall stylish and worth on this price range. Thanks flipkart",5
288,"its a decent laptop for light purpose like surfing, watching, office etc. You can code as well. ram is 4*2 configuration. Little disappointment over build quality, its made of low strength plastic coated with metallic silver. Overall look is decent. Small less graphic oriented games can be played over this. Display is not much bright as you can check in specs as well.",3
289,"The laptop is nice. Screen panel is really sleek and great. Fingerprint sensor takes around few seconds. You will have to install chrome in that. Other than C no other disk drives are available (or I don't know how to add the other drives). The only down point which really bothers me after 3 weeks of usage, is that the colour of keypad and colour of laptop is 99% same. Its very hard to type without good lighting. So I have to switch on lights even in afternoon if I want to type clearly and fa...",4
290,"Im rating this laptop after using 1 month...This laptop perfomence is very cool.im satisfy with its performance ....but little dissapoint in battery performance
It take more time to charge and remains only for 2 hours approx...coming to its design its awsome....so finally it is value of money to buy this 8gb ram 1tb hdd rom laptop in just 34k...it is recommend to buy...",4
291,Good...but May be something missing..like no led in front of this laptop..it's switch off or on..its tough to find in one sight..and because of silver colour ..keypad is not proper for those pupil who use glass.,4
292,Better for the price,4
293,"Good for money
Style good",5
294,Best laptop,5
295,"Design 10/10
Display 10/10
Performance 8/10",5
296,That's a amazing product..nice to purchase this lepi..,5
297,Very good,5
298,"Perfomance 10/10
Design 9/10
Camera 5/10
Sound 6/10
Battery 8/10

Overall 8/10
Only canera and sound quality are somehow low not much ...but it is worth it to get 8 gb ram/1 tb hdd in 43000/- ....nice flipkart for recomending this",4
299,Excellent,4
300,Wow 🤩,5
301,"Faster,lighter ,just superb",5
302,"Good Laptop in this price range
Easy to use
❤❤❤❤",5
303,"Average performence... Initially it was taking too much time to boot up but after performing all available updates problem partially solved. Most disappointing part for me is unavailability of ethernet port. Design is pretty cool,storage performence is decent.",3
304,battery break up good ..around 3 hours speaker sound quality wonderful but sound low ... build quality nice key board wonderful,4
305,Satisfied.,5
306,Nice product,5
307,Laptop was dead with in 4 days but Flipkart not agree to replacement please don't bye this laptop from Flipkart i lost my 39 thousands on this time,1
308,"I am not satisfied with this battery, laptop is good and Everything is fine except the battery life.",4
309,Everything is fine just sound is very low,4
310,Its my first laptop purchase from Flipkart. I love the design and metallic material. Browsing internet is a bit slow..maybe its because of the first time using. It comes with pre-installed Window 10 and MS Office.,4
311,Charger is not good at all.charger socket was I think loose.but the product was good,3
312,Its design and performance is nice......battery backup and graphics is not that good.....,1
313,Liked it,4
314,VERY NICE LAPTOP OVERALL IA GOOD FOR USE,5
315,Satisfied.,5
316,Nice product,5
317,Laptop was dead with in 4 days but Flipkart not agree to replacement please don't bye this laptop from Flipkart i lost my 39 thousands on this time,1
318,"I am not satisfied with this battery, laptop is good and Everything is fine except the battery life.",4
319,Everything is fine just sound is very low,4
320,Its my first laptop purchase from Flipkart. I love the design and metallic material. Browsing internet is a bit slow..maybe its because of the first time using. It comes with pre-installed Window 10 and MS Office.,4
321,Charger is not good at all.charger socket was I think loose.but the product was good,3
322,Its design and performance is nice......battery backup and graphics is not that good.....,1
323,Liked it,4
324,VERY NICE LAPTOP OVERALL IA GOOD FOR USE,5
325,Expected a bakelit keyboard but overall good at this price range. You can surely go for it❤️,4
326,Good but Ms excell noly one year,5
327,"Display is good
Good sound
You get 4 gb+ 4 gb(changeable) ram
Little bit lag",4
328,"The display is poor, volume is very low, performance very poor. Honestly just don't buy it.",2
